Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Durumu,Site İçerisinde,Banyo Sayısı,Fiyat Durumu,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Tapu Durumu,Eşya Durumu,Konum,Fiyat
70,0,1,5,1,2,1,1 ,3,2,90,0,10,4,0,6,3250000
160,10,1,4,1,2,1,2,2,0,190,8,5,4,0,0,1720000
141,6,4,4,1,2,1,1,3,0,155,5,4,4,0,0,1100000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
100,2,1,4,1,2,1,1,3,0,110,7,7,4,0,0,1650000
120,6,3,4,1,2,0,1,3,0,140,5,5,3,0,11,2250000
125,6,1,8,1,2,0,2,3,0,130,8,5,1,0,4,3375000
135,6,1,4,1,2,1,2,3,0,145,7,5,1,0,0,3700000
125,6,1,4,1,2,1,1 ,3,0,150,2,5,1,0,11,2350000
100,2,3,4,0,2,1,1,3,0,115,1,3,1,0,12,1750000
135,6,7,4,1,2,0,2,3,0,145,5,9,4,0,0,1800000
55,2,3,4,1,2,1,1,3,0,65,4,5,1,0,6,1450000
115,6,3,4,1,2,1,1,3,0,125,5,4,4,0,0,1050000
75,2,1,4,0,2,1,1,3,0,85,1,3,3,0,12,1350000
35,0,3,5,1,2,1,1,0,0,40,8,6,3,1,6,1165000
125,6,5,4,1,0,1,2,3,0,145,0,7,3,0,6,4900000
135,6,4,4,1,2,0,2 ,3,0,140,7,10,1,0,11,3350000
80,2,1,4,2,2,1,1 ,3,0,90,8,6,1,0,11,1700000
110,6,0,4,1,2,1,1 ,3,0,130,5,4,1,0,9,1425000
119,6,3,4,1,2,1,1 ,3,0,120,5,6,1,0,11,1630000
120,6,6,4,1,2,1,1 ,3,0,140,3,7,4,0,8,1600000
90,2,3,7,1,2,1,1 ,3,0,95,3,4,4,0,0,1970000
110,6,2,4,1,2,1,1,3,0,130,3,5,4,0,4,2050000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
90,2,1,4,1,2,1,1,3,0,100,3,3,3,0,6,2000000
115,6,4,4,1,2,0,1,3,0,125,3,4,1,0,6,3000000
100,6,3,8,1,2,1,2,3,0,105,0,4,1,0,5,1850000
110,6,3,4,1,2,1,1,3,0,130,3,5,4,0,6,1950000
65,2,1,8,1,2,0,2 ,3,0,85,0,5,1,1,6,2100000
72,0,4,8,1,2,1,2 ,3,0,92,0,4,1,0,6,1575000
100,2,8,4,1,2,0,1 ,3,0,110,8,8,1,0,6,2100000
120,6,2,8,1,2,1,2 ,3,0,145,0,5,1,0,6,3250000
85,2,3,4,0,0,1,1,3,0,110,0,5,3,0,6,2250000
96,6,2,4,1,2,0,2 ,3,0,125,8,4,1,0,3,2950000
130,6,1,4,1,2,1,2 ,3,0,135,0,4,1,0,5,1650000
85,2,5,4,1,2,1,1,3,0,90,5,5,1,0,11,1650000
145,6,3,1,1,2,1,1 ,3,0,160,5,5,4,0,4,2500000
130,6,-2,4,1,2,1,1 ,3,0,140,1,4,1,0,2,1750000
65,2,2,4,1,2,0,1,3,0,75,8,5,3,1,6,1249000
65,2,2,4,1,2,0,1,3,0,75,8,5,3,1,6,1249000
100,2,-1,4,1,2,1,1,1,0,110,8,4,1,0,3,1375000
180,6,3,4,0,2,1,2,3,0,195,8,3,1,1,12,2790000
95,2,1,4,1,2,1,1 ,3,0,100,8,4,1,0,8,1550000
120,6,2,4,1,2,0,1,1,0,140,5,5,1,0,0,3100000
110,6,2,4,1,2,1,1,3,0,120,5,4,4,0,11,1450000
80,2,3,4,1,2,1,1,3,0,90,5,4,1,0,0,1600000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
85,2,2,4,1,2,1,1 ,3,0,125,1,3,1,1,6,1650000
55,2,5,4,1,2,0,1 ,3,0,65,6,7,1,1,6,1789000
70,2,5,6,2,2,0,1 ,3,0,90,5,8,4,0,9,2825000
111,6,1,4,2,1,1,2,3,0,143,0,9,4,0,6,2900000
90,2,5,4,1,2,1,1,3,0,100,5,5,4,0,9,1250000
135,6,3,4,1,2,1,2 ,3,0,140,5,4,4,0,12,1725000
130,6,2,4,1,2,1,1 ,3,0,145,8,3,4,0,12,2330000
80,0,2,4,1,2,0,1 ,3,0,100,8,5,1,1,6,1450000
70,2,5,4,1,2,0,1 ,3,0,75,4,6,1,1,6,1759000
90,2,1,4,1,2,1,1 ,3,0,100,5,5,4,0,11,1400000
156,6,1,8,1,2,1,2 ,3,0,175,0,5,4,0,6,4000000
96,2,2,4,1,2,1,2,3,0,100,5,5,1,0,0,865000
110,6,1,4,2,2,0,2 ,3,0,130,0,10,4,0,9,2150000
150,6,5,8,1,2,1,3 ,3,0,184,0,5,4,0,9,3620000
85,2,4,4,1,2,0,1,3,0,95,7,5,4,0,4,3050000
140,6,2,4,1,2,1,1,3,0,150,5,4,1,0,5,1500000
80,2,3,4,1,2,1,1 ,3,0,90,5,3,4,0,0,790000
122,6,1,4,1,1,1,2,2,0,160,0,8,3,0,11,3400000
95,10,1,4,1,2,1,1 ,3,0,110,5,5,1,0,11,1500000
89,2,1,4,1,2,1,1,3,0,98,8,3,1,0,1,2400000
45,0,1,4,1,2,1,1,3,0,50,2,5,3,0,6,1500000
190,13,3,4,1,2,1,2 ,3,0,210,0,3,1,0,8,3000000
100,6,3,4,0,2,1,2,3,0,130,8,6,3,0,4,3250000
110,6,2,4,1,2,1,1,3,0,120,5,5,3,0,9,2250000
165,6,2,8,1,0,1,2,3,0,205,0,2,3,0,4,4800000
149,10,1,4,1,2,1,2 ,3,0,175,8,6,1,0,4,4250000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
175,6,3,4,1,2,0,2 ,3,0,200,8,5,1,0,6,3450000
50,0,1,0,1,2,1,1,3,0,55,5,4,4,0,11,738000
120,6,4,4,1,2,1,1 ,3,0,130,5,4,1,0,5,975000
85,2,1,4,1,2,1,1,3,0,90,0,4,1,0,10,2200000
90,6,1,4,0,2,1,1,3,0,194,2,3,1,0,9,4000000
70,2,4,4,1,2,1,1 ,3,0,90,5,5,4,0,11,1275000
40,2,5,4,1,2,1,1 ,3,0,68,0,5,1,1,6,1925000
80,2,3,4,1,2,1,1 ,3,0,90,0,3,1,0,12,1650000
72,2,2,4,2,2,1,1 ,3,0,100,0,3,4,0,12,2250000
80,2,5,4,1,2,1,1,3,0,85,5,5,1,0,4,2750000
125,6,1,8,1,2,0,2 ,3,0,145,1,5,1,0,6,2850000
120,6,3,4,1,2,1,1 ,3,0,140,2,5,1,0,6,2250000
130,6,4,4,1,2,0,2 ,3,0,160,7,7,1,1,6,2850000
77,2,4,4,0,2,1,1,1,0,85,5,4,4,0,0,1200000
140,6,2,8,1,2,1,2 ,3,0,170,0,5,1,0,6,3355000
110,6,3,4,1,2,1,1,3,0,112,5,4,1,0,5,1050000
85,2,0,7,0,2,1,1,3,0,100,5,5,1,0,8,900000
75,2,4,4,1,2,0,1 ,3,0,90,8,4,1,0,6,1689000
75,2,1,4,1,2,1,1 ,3,0,95,5,3,4,1,4,1550000
70,2,2,4,1,2,1,1 ,3,0,80,0,5,4,0,4,2500000
120,6,4,5,1,2,1,1 ,3,0,130,0,7,4,0,11,2650000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
120,6,5,4,1,2,0,2 ,3,0,135,0,8,4,0,11,2850000
95,2,1,0,1,2,1,1 ,3,0,110,3,1,5,0,11,1750000
170,10,4,4,1,2,1,2 ,3,0,200,1,4,4,0,2,2100000
70,2,2,1,1,2,1,1 ,3,0,80,3,4,4,1,0,1375000
95,6,1,1,2,2,1,1,3,0,127,0,1,2,0,9,1900000
124,6,2,8,1,2,0,2 ,3,0,151,4,5,1,0,6,3550000
100,6,0,4,1,2,1,2 ,3,0,120,7,4,1,0,6,2385000
130,6,1,4,1,2,1,1 ,3,0,150,0,2,1,0,9,2675000
130,6,4,4,1,2,1,2 ,3,0,160,7,5,1,0,9,4150000
60,2,3,4,1,2,1,1 ,3,0,68,2,5,4,0,6,1370000
60,2,1,4,1,2,0,1 ,3,0,75,8,4,1,1,6,1364000
135,6,4,4,1,2,0,2 ,3,0,166,1,5,1,0,6,4000000
70,2,3,8,1,2,0,1 ,3,0,100,0,5,1,1,6,2050000
120,6,1,4,2,2,0,2 ,3,0,135,8,4,1,0,3,2550000
127,6,3,4,1,2,1,1,3,0,177,8,3,3,0,9,2250000
80,2,2,3,1,2,0,1 ,3,0,90,5,5,4,1,0,2300000
75,2,2,4,1,2,1,1 ,3,0,85,8,4,1,0,9,1600000
100,6,2,4,1,2,1,1,3,0,136,0,4,1,0,9,2150000
140,6,1,4,2,2,0,1 ,3,0,160,6,6,1,1,9,3500000
75,2,3,0,1,2,1,1 ,3,0,80,3,4,4,1,9,1100000
128,5,2,4,2,2,1,1 ,3,0,140,5,7,1,0,11,2500000
200,10,4,4,2,2,1,2 ,3,0,210,0,4,1,0,9,2750000
205,11,7,4,1,2,1,2 ,3,0,230,2,7,4,0,6,4200000
85,2,4,4,1,2,1,1 ,3,0,95,5,4,4,0,9,1290000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
130,6,3,4,1,2,1,2 ,3,0,155,0,6,1,0,6,2900000
90,2,2,4,1,2,1,1,3,0,102,4,3,1,0,12,1500000
160,13,3,4,1,2,1,1 ,3,0,190,0,3,4,0,12,2540000
120,6,5,8,1,2,1,2 ,3,0,135,6,6,4,0,4,4050000
85,2,2,0,1,2,1,1,3,0,100,5,4,1,0,9,1100000
100,2,2,4,1,2,1,1 ,3,0,110,5,4,1,0,3,1475000
65,2,5,4,1,2,1,1 ,3,0,70,8,5,4,1,6,949000
85,2,4,4,1,2,1,1,3,0,100,5,6,4,0,11,1650000
200,10,4,4,1,2,1,3,2,0,240,2,5,3,0,12,2490000
55,0,1,4,2,2,0,1 ,3,0,65,8,4,4,1,6,1335000
55,2,1,4,1,2,0,1 ,3,0,65,4,6,1,1,6,1575000
55,0,3,4,1,2,1,1 ,3,0,60,8,4,1,1,6,1330000
113,6,3,8,1,2,0,2 ,3,0,151,0,5,1,0,6,3200000
65,0,4,4,1,2,1,1 ,3,0,70,8,4,1,1,6,1330000
60,2,4,4,1,2,1,1 ,3,0,70,8,4,4,0,6,1350000
120,2,5,4,1,2,0,2 ,3,0,160,8,5,4,0,6,2450000
50,2,4,8,1,2,0,1 ,3,0,55,0,5,1,1,6,1699000
120,6,5,4,1,2,1,2 ,3,0,140,8,5,1,0,6,2450000
110,6,1,4,1,2,0,1 ,3,0,130,8,4,4,0,6,3000000
90,6,3,4,1,2,1,1 ,3,0,95,8,4,1,0,6,1485000
50,0,2,4,1,2,1,1 ,3,0,55,0,4,1,1,6,1350000
130,6,4,4,1,2,1,2 ,3,0,150,3,5,1,0,11,2700000
122,6,1,4,1,2,0,2 ,3,0,150,8,5,1,0,6,3730000
120,6,3,4,1,2,0,2 ,3,0,140,8,5,1,0,6,4400000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
120,6,3,6,1,2,1,1,3,0,130,5,4,3,0,9,2950000
35,0,1,5,1,2,1,1,1,0,40,8,6,3,1,6,1180000
110,6,3,8,2,2,0,2 ,3,0,126,8,5,1,0,6,2650000
130,6,3,4,1,2,1,2 ,3,0,135,8,5,4,0,0,3800000
85,2,1,4,1,2,1,1,3,0,100,8,5,1,0,4,2500000
75,2,4,4,1,2,1,1,3,0,80,3,4,1,0,6,1749000
85,2,4,4,0,2,1,1 ,3,0,95,5,5,1,0,0,900000
135,6,-2,4,1,2,1,2 ,3,0,145,0,4,1,0,2,1900000
85,2,1,4,1,2,0,1 ,3,0,95,2,3,1,1,4,3150000
45,0,4,1,1,2,1,1 ,3,0,48,5,4,4,0,0,650000
160,10,3,4,1,0,1,1,3,1,180,0,3,3,0,6,3200000
110,6,1,4,1,2,1,1 ,3,0,125,6,3,1,0,1,2549900
140,6,2,4,1,2,1,1 ,3,0,162,8,2,1,0,1,2550000
180,10,4,4,2,2,1,2 ,3,0,220,8,4,1,0,11,3750000
110,2,3,4,1,2,0,1 ,3,0,120,5,4,1,0,11,2500000
110,2,1,8,1,2,0,2 ,3,0,125,6,8,1,0,6,3300000
105,2,2,4,2,2,1,1 ,3,0,120,3,6,1,0,6,2380000
85,2,1,0,1,2,0,1 ,3,0,95,3,5,1,0,11,1400000
115,2,3,4,1,2,1,1 ,3,0,130,7,4,1,0,11,2400000
65,2,1,4,2,2,1,1 ,3,0,75,0,4,4,0,11,1750000
75,2,2,8,1,2,1,1 ,3,0,105,6,4,4,0,6,2750000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
70,2,2,4,1,2,1,1 ,3,0,85,5,5,0,0,11,850000
85,2,1,4,1,2,0,1 ,3,0,95,7,5,1,0,11,1575000
80,2,1,0,2,2,0,1 ,3,0,95,5,5,1,0,11,1350000
50,2,2,4,1,2,0,1 ,3,0,75,4,5,1,0,6,1590000
83,2,1,4,1,2,1,1,3,0,90,8,3,3,0,12,1580000
60,0,5,8,1,0,1,1,3,0,75,1,10,3,0,6,2425000
70,0,0,4,1,2,1,1 ,3,0,80,8,5,1,0,8,1220000
75,2,1,1,0,2,1,1 ,3,0,85,5,5,1,0,8,800000
123,6,1,4,1,0,1,2,3,0,155,0,11,1,0,6,4390000
130,6,4,4,1,0,1,1,3,1,140,0,4,3,0,6,2700000
75,2,1,7,0,2,1,1,3,0,80,5,4,1,0,12,830000
105,6,3,4,1,2,1,1,3,0,135,8,4,3,0,6,3250000
120,6,5,4,1,0,1,2,2,0,130,7,5,3,0,4,2450000
70,1,0,4,1,2,1,1 ,3,0,85,6,5,1,0,8,1300000
140,6,5,4,1,0,1,2,3,1,150,0,5,3,0,11,3050000
105,6,3,4,0,2,1,1,3,0,113,5,5,3,0,0,915000
100,2,4,4,1,2,1,1 ,3,0,105,5,5,4,0,0,900000
95,2,1,4,1,2,0,1,3,0,115,5,5,4,0,11,980000
115,2,1,6,1,2,1,2 ,3,0,135,5,5,4,0,11,2550000
116,6,1,8,2,2,1,2 ,3,0,144,0,5,1,0,12,4800000
125,6,1,4,1,2,0,1,3,0,135,2,13,3,0,11,2750000
150,6,6,4,1,2,1,2 ,3,0,155,5,6,1,0,11,2350000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
225,14,3,4,1,2,0,2,3,0,256,8,3,3,0,1,4250000
170,6,3,8,1,2,1,1,3,0,185,0,3,4,0,11,2350000
122,2,2,4,2,2,1,2 ,3,0,132,0,4,1,0,2,2150000
107,2,4,4,1,2,1,1 ,3,0,120,5,4,1,0,9,1500000
87,2,2,4,1,2,1,1 ,3,0,100,8,4,1,0,6,3495000
130,6,1,4,1,2,0,2,3,0,147,2,6,3,0,11,2850000
110,6,2,4,1,2,1,1,3,0,120,8,5,3,0,11,1620000
110,6,4,4,1,2,1,1 ,3,0,130,8,4,4,0,6,1670000
40,0,3,4,1,2,1,1,3,0,55,2,5,3,1,6,1099000
148,10,4,5,1,2,1,2 ,3,0,168,5,6,1,0,9,2850000
125,6,2,4,1,2,1,2,3,0,140,5,4,4,0,0,1250000
120,6,2,4,1,2,1,1,3,0,130,5,5,3,0,0,1450000
125,2,4,4,1,2,1,2,1,1,150,7,4,3,0,11,2449000
90,2,1,4,1,2,0,1,3,0,100,8,5,3,0,6,2050000
110,2,3,6,1,2,1,1,3,0,120,5,5,4,0,11,1580000
140,8,6,4,1,0,1,2,3,0,170,0,6,4,0,6,2750000
180,6,5,4,1,2,1,2 ,3,0,200,0,6,1,0,6,4200000
140,6,5,4,1,2,1,3,3,0,180,0,6,1,0,6,3800000
115,6,-1,4,1,2,0,1,3,0,120,5,4,4,0,11,2100000
100,6,3,4,1,2,0,1 ,3,0,120,5,5,1,0,6,3250000
140,6,2,4,1,2,0,2,2,0,150,2,5,4,0,4,2750000
65,0,1,1,2,2,1,1 ,3,0,70,5,5,4,0,9,499000
108,2,-3,4,0,2,1,1,3,0,10892,5,3,1,0,11,35000
198,2,1,4,1,2,1,1,1,0,10898,5,3,5,0,11,3500000
115,2,-3,4,1,2,1,1 ,3,0,125,5,4,1,0,2,999000
135,6,3,4,1,2,0,1,3,0,160,3,3,1,0,6,3450000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
85,2,1,4,1,2,1,1 ,3,0,90,6,5,1,0,0,1550000
150,6,9,4,1,2,1,1 ,3,0,155,5,10,1,0,0,1560000
50,0,2,4,1,0,1,1,3,0,55,0,4,1,0,5,1250000
100,2,2,4,1,2,1,1 ,3,0,105,0,3,1,1,12,1425000
245,10,3,4,1,2,1,2 ,3,0,260,8,3,1,0,12,3400000
129,2,2,4,1,2,1,1 ,3,0,130,5,4,1,0,2,1350000
45,0,2,4,1,2,0,1 ,3,0,55,8,5,1,0,6,1180000
160,11,2,4,2,2,1,1 ,3,0,190,5,4,5,0,9,2050000
130,6,4,4,1,2,0,2,2,0,140,8,8,3,0,9,3650000
105,2,3,8,1,2,1,2 ,3,0,115,0,5,4,0,6,3850000
136,6,3,5,1,2,1,2 ,3,0,145,0,5,4,0,6,4100000
120,6,4,4,1,2,1,1 ,3,0,140,3,9,1,0,11,3150000
120,6,1,5,1,2,0,2 ,3,0,140,8,6,1,0,11,3500000
188,10,5,8,1,2,0,3 ,3,0,225,0,5,4,0,6,3480000
55,0,2,4,1,2,0,1 ,3,0,82,0,3,4,0,0,2650000
240,10,1,7,2,2,1,1 ,1,0,242,5,2,1,0,5,800000
125,2,3,4,1,0,1,2,3,0,148,0,6,3,0,0,2500000
55,0,1,4,1,2,1,1,3,0,60,5,4,3,1,11,800000
80,2,1,4,0,2,1,1,1,0,90,5,4,4,1,0,1550000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
140,6,2,4,1,2,0,1 ,3,0,160,2,5,1,0,6,3550000
115,6,0,4,1,2,1,1 ,3,0,120,4,4,1,0,8,1500000
54,0,3,8,1,0,1,1,3,0,62,0,7,3,0,6,3250000
85,2,4,8,1,0,1,2,3,0,98,0,7,3,0,6,4250000
70,0,1,5,1,2,0,1 ,3,0,90,0,10,4,0,6,3250000
118,13,5,4,1,2,1,2 ,3,0,156,0,5,1,0,11,3400000
120,2,4,4,1,2,1,1 ,3,0,135,6,4,5,0,3,2150000
135,6,2,8,1,2,0,2 ,3,0,150,7,6,1,0,6,3750000
160,6,3,4,1,2,0,2,3,0,180,8,4,3,0,6,3300000
117,6,1,4,1,2,0,2 ,3,0,137,4,14,1,0,9,3300000
132,10,2,4,1,2,1,2,2,0,160,4,2,3,0,11,2300000
140,6,1,4,1,2,1,2 ,3,0,160,8,15,1,0,9,2695000
85,2,5,4,1,2,1,1 ,3,0,95,5,5,4,0,4,2099000
94,2,6,8,1,0,1,2,3,0,139,0,6,3,0,6,2900000
100,6,4,4,2,2,1,1 ,3,0,110,3,5,4,0,4,2000000
125,6,3,4,1,2,1,2 ,3,0,140,8,3,1,0,6,3250000
115,2,2,4,1,2,1,1,3,0,120,5,5,1,0,12,1175000
60,0,4,7,1,2,1,1 ,3,0,65,5,5,1,0,0,1270000
190,10,3,4,1,2,1,2 ,3,0,200,8,6,4,0,0,3600000
110,6,1,4,1,2,1,1,3,0,125,0,2,4,0,11,1550000
125,6,2,4,1,2,1,2,1,0,150,2,3,1,0,1,3800000
68,2,4,4,1,2,0,1,3,0,80,3,4,4,1,0,1530000
65,0,2,4,1,2,1,1,3,0,75,8,4,3,1,6,1349000
75,2,2,4,1,2,1,1 ,3,0,85,8,4,1,0,6,1589000
55,0,4,4,1,2,1,1 ,3,0,65,8,5,1,1,6,1329000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
55,0,6,5,2,1,0,1,3,0,71,0,8,4,0,6,3200000
100,2,1,4,1,2,1,1 ,3,0,125,5,4,4,0,2,590000
42,0,1,4,1,2,1,1 ,3,0,60,0,3,1,0,6,1490000
49,0,2,5,1,2,0,1 ,3,0,50,8,4,5,0,1,850000
131,6,1,8,1,2,1,2 ,3,0,166,0,6,4,0,6,2699000
169,6,13,8,1,2,0,2 ,3,0,186,0,14,1,0,6,4900000
169,6,13,8,1,2,0,2 ,3,0,186,0,14,1,0,6,4900000
95,6,2,4,1,2,1,1 ,3,0,110,2,4,4,1,9,1920000
70,2,3,4,1,2,1,1 ,3,0,90,5,5,4,0,11,1949000
92,2,2,8,1,2,1,2 ,3,0,130,6,3,1,0,6,2500000
75,2,5,4,1,2,1,1,3,0,85,5,5,4,0,0,950000
62,2,3,4,1,2,1,2,3,1,80,7,3,3,0,6,2350000
62,2,3,4,1,2,1,2,3,1,80,7,3,3,0,6,2350000
65,0,2,4,1,2,1,1,3,0,75,8,4,3,1,6,1349000
80,2,4,4,1,2,1,1,1,0,90,5,4,4,1,0,1825000
110,6,4,4,1,2,1,1,3,0,130,8,4,4,1,6,1670000
130,6,1,4,1,2,1,2,3,0,140,6,4,4,0,6,2115000
50,0,1,4,1,2,1,1 ,3,0,60,0,3,1,0,2,1299000
110,6,3,4,1,2,0,1 ,3,0,120,5,5,4,1,0,1950000
75,2,1,4,1,2,1,1 ,3,0,80,2,3,4,0,0,1530000
75,2,4,4,1,2,1,1 ,3,0,85,5,4,4,0,0,1500000
120,6,6,6,2,2,0,2 ,3,0,140,0,9,1,0,6,3200000
110,2,1,4,1,2,1,1 ,3,0,120,3,3,1,0,9,1745000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
160,13,3,4,1,2,1,2 ,3,0,175,8,3,1,0,9,2950000
75,2,1,4,1,2,1,1 ,3,0,85,0,3,1,0,9,3200000
40,15,1,4,1,2,1,1 ,3,0,45,0,3,4,0,12,1150000
120,6,3,4,1,2,1,1 ,3,0,132,3,5,4,1,4,3900000
120,6,0,4,1,2,1,1 ,3,0,140,5,5,1,0,11,1575000
140,6,6,4,1,2,0,2,2,0,150,5,6,3,0,6,3715000
110,6,2,8,1,2,1,2,3,0,141,0,5,4,0,6,3500000
